filepath,label
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (15)_fast.npy,0
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (15)_pitch.npy,0
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (15)_vol.npy,0
rep_features\train\Negatives\mfcc_f35eedd7_nohash_1_orig.npy,0
rep_features\train\Negatives\mfcc_f35eedd7_nohash_1_slow.npy,0
rep_features\train\Negatives\mfcc_f35eedd7_nohash_1_fast.npy,0
rep_features\train\Negatives\mfcc_f35eedd7_nohash_1_pitch.npy,0
rep_features\train\Negatives\mfcc_f35eedd7_nohash_1_vol.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_4 (2)_orig.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_4 (2)_slow.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_4 (2)_fast.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_4 (2)_pitch.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_4 (2)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_1980_orig.npy,0
rep_features\train\Negatives\mfcc_noise_1980_slow.npy,0
rep_features\train\Negatives\mfcc_noise_1980_fast.npy,0
rep_features\train\Negatives\mfcc_noise_1980_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_1980_vol.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_0 (10)_orig.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_0 (10)_slow.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_0 (10)_fast.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_0 (10)_pitch.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_0 (10)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_1140_orig.npy,0
rep_features\train\Negatives\mfcc_noise_1140_slow.npy,0
rep_features\train\Negatives\mfcc_noise_1140_fast.npy,0
rep_features\train\Negatives\mfcc_noise_1140_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_1140_vol.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_0 (4)_orig.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_0 (4)_slow.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_0 (4)_fast.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_0 (4)_pitch.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_0 (4)_vol.npy,0
rep_features\train\Negatives\mfcc_fb01a182_nohash_1 (2)_orig.npy,0
rep_features\train\Negatives\mfcc_fb01a182_nohash_1 (2)_slow.npy,0
rep_features\train\Negatives\mfcc_fb01a182_nohash_1 (2)_fast.npy,0
rep_features\train\Negatives\mfcc_fb01a182_nohash_1 (2)_pitch.npy,0
rep_features\train\Negatives\mfcc_fb01a182_nohash_1 (2)_vol.npy,0
rep_features\train\Negatives\mfcc_f21893dc_nohash_0 (2)_orig.npy,0
rep_features\train\Negatives\mfcc_f21893dc_nohash_0 (2)_slow.npy,0
rep_features\train\Negatives\mfcc_f21893dc_nohash_0 (2)_fast.npy,0
rep_features\train\Negatives\mfcc_f21893dc_nohash_0 (2)_pitch.npy,0
rep_features\train\Negatives\mfcc_f21893dc_nohash_0 (2)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2093_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2093_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2093_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2093_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2093_vol.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_0 (9)_orig.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_0 (9)_slow.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_0 (9)_fast.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_0 (9)_pitch.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_0 (9)_vol.npy,0
rep_features\train\Negatives\mfcc_fb8c31a9_nohash_4_orig.npy,0
rep_features\train\Negatives\mfcc_fb8c31a9_nohash_4_slow.npy,0
rep_features\train\Negatives\mfcc_fb8c31a9_nohash_4_fast.npy,0
rep_features\train\Negatives\mfcc_fb8c31a9_nohash_4_pitch.npy,0
rep_features\train\Negatives\mfcc_fb8c31a9_nohash_4_vol.npy,0
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (19)_orig.npy,0
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (19)_slow.npy,0
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (19)_fast.npy,0
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (19)_pitch.npy,0
rep_features\train\Negatives\mfcc_fbe51750_nohash_0 (19)_vol.npy,0
rep_features\train\Negatives\mfcc_f8ad3941_nohash_0_orig.npy,0
rep_features\train\Negatives\mfcc_f8ad3941_nohash_0_slow.npy,0
rep_features\train\Negatives\mfcc_f8ad3941_nohash_0_fast.npy,0
rep_features\train\Negatives\mfcc_f8ad3941_nohash_0_pitch.npy,0
rep_features\train\Negatives\mfcc_f8ad3941_nohash_0_vol.npy,0
rep_features\train\Negatives\mfcc_f798ac78_nohash_0 (23)_orig.npy,0
rep_features\train\Negatives\mfcc_f798ac78_nohash_0 (23)_slow.npy,0
rep_features\train\Negatives\mfcc_f798ac78_nohash_0 (23)_fast.npy,0
rep_features\train\Negatives\mfcc_f798ac78_nohash_0 (23)_pitch.npy,0
rep_features\train\Negatives\mfcc_f798ac78_nohash_0 (23)_vol.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_0 (15)_orig.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_0 (15)_slow.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_0 (15)_fast.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_0 (15)_pitch.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_0 (15)_vol.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (7)_orig.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (7)_slow.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (7)_fast.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (7)_pitch.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (7)_vol.npy,0
rep_features\train\Negatives\mfcc_f9318c93_nohash_0 (10)_orig.npy,0
rep_features\train\Negatives\mfcc_f9318c93_nohash_0 (10)_slow.npy,0
rep_features\train\Negatives\mfcc_f9318c93_nohash_0 (10)_fast.npy,0
rep_features\train\Negatives\mfcc_f9318c93_nohash_0 (10)_pitch.npy,0
rep_features\train\Negatives\mfcc_f9318c93_nohash_0 (10)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_1338_orig.npy,0
rep_features\train\Negatives\mfcc_noise_1338_slow.npy,0
rep_features\train\Negatives\mfcc_noise_1338_fast.npy,0
rep_features\train\Negatives\mfcc_noise_1338_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_1338_vol.npy,0
rep_features\train\Negatives\mfcc_f84762e5_nohash_1 (4)_orig.npy,0
rep_features\train\Negatives\mfcc_f84762e5_nohash_1 (4)_slow.npy,0
rep_features\train\Negatives\mfcc_f84762e5_nohash_1 (4)_fast.npy,0
rep_features\train\Negatives\mfcc_f84762e5_nohash_1 (4)_pitch.npy,0
rep_features\train\Negatives\mfcc_f84762e5_nohash_1 (4)_vol.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_3 (22)_orig.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_3 (22)_slow.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_3 (22)_fast.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_3 (22)_pitch.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_3 (22)_vol.npy,0
rep_features\train\Negatives\mfcc_fac74f6a_nohash_2 (4)_orig.npy,0
rep_features\train\Negatives\mfcc_fac74f6a_nohash_2 (4)_slow.npy,0
rep_features\train\Negatives\mfcc_fac74f6a_nohash_2 (4)_fast.npy,0
rep_features\train\Negatives\mfcc_fac74f6a_nohash_2 (4)_pitch.npy,0
rep_features\train\Negatives\mfcc_fac74f6a_nohash_2 (4)_vol.npy,0
rep_features\train\Negatives\mfcc_fc28c8d8_nohash_0 (11)_orig.npy,0
rep_features\train\Negatives\mfcc_fc28c8d8_nohash_0 (11)_slow.npy,0
rep_features\train\Negatives\mfcc_fc28c8d8_nohash_0 (11)_fast.npy,0
rep_features\train\Negatives\mfcc_fc28c8d8_nohash_0 (11)_pitch.npy,0
rep_features\train\Negatives\mfcc_fc28c8d8_nohash_0 (11)_vol.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (8)_orig.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (8)_slow.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (8)_fast.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (8)_pitch.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_1 (8)_vol.npy,0
rep_features\train\Negatives\mfcc_fd5ccd39_nohash_2 (13)_orig.npy,0
rep_features\train\Negatives\mfcc_fd5ccd39_nohash_2 (13)_slow.npy,0
rep_features\train\Negatives\mfcc_fd5ccd39_nohash_2 (13)_fast.npy,0
rep_features\train\Negatives\mfcc_fd5ccd39_nohash_2 (13)_pitch.npy,0
rep_features\train\Negatives\mfcc_fd5ccd39_nohash_2 (13)_vol.npy,0
rep_features\train\Negatives\mfcc_ffd2ba2f_nohash_0_orig.npy,0
rep_features\train\Negatives\mfcc_ffd2ba2f_nohash_0_slow.npy,0
rep_features\train\Negatives\mfcc_ffd2ba2f_nohash_0_fast.npy,0
rep_features\train\Negatives\mfcc_ffd2ba2f_nohash_0_pitch.npy,0
rep_features\train\Negatives\mfcc_ffd2ba2f_nohash_0_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2628_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2628_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2628_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2628_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2628_vol.npy,0
rep_features\train\Negatives\mfcc_fa70c187_nohash_0 (3)_orig.npy,0
rep_features\train\Negatives\mfcc_fa70c187_nohash_0 (3)_slow.npy,0
rep_features\train\Negatives\mfcc_fa70c187_nohash_0 (3)_fast.npy,0
rep_features\train\Negatives\mfcc_fa70c187_nohash_0 (3)_pitch.npy,0
rep_features\train\Negatives\mfcc_fa70c187_nohash_0 (3)_vol.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_1 (3)_orig.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_1 (3)_slow.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_1 (3)_fast.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_1 (3)_pitch.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_1 (3)_vol.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (14)_orig.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (14)_slow.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (14)_fast.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (14)_pitch.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (14)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2170_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2170_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2170_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2170_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2170_vol.npy,0
rep_features\train\Negatives\mfcc_f4f59743_nohash_0 (4)_orig.npy,0
rep_features\train\Negatives\mfcc_f4f59743_nohash_0 (4)_slow.npy,0
rep_features\train\Negatives\mfcc_f4f59743_nohash_0 (4)_fast.npy,0
rep_features\train\Negatives\mfcc_f4f59743_nohash_0 (4)_pitch.npy,0
rep_features\train\Negatives\mfcc_f4f59743_nohash_0 (4)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2143_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2143_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2143_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2143_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2143_vol.npy,0
rep_features\train\Negatives\mfcc_eb67fcbc_nohash_2_orig.npy,0
rep_features\train\Negatives\mfcc_eb67fcbc_nohash_2_slow.npy,0
rep_features\train\Negatives\mfcc_eb67fcbc_nohash_2_fast.npy,0
rep_features\train\Negatives\mfcc_eb67fcbc_nohash_2_pitch.npy,0
rep_features\train\Negatives\mfcc_eb67fcbc_nohash_2_vol.npy,0
rep_features\train\Negatives\mfcc_f8f60f59_nohash_1 (14)_orig.npy,0
rep_features\train\Negatives\mfcc_f8f60f59_nohash_1 (14)_slow.npy,0
rep_features\train\Negatives\mfcc_f8f60f59_nohash_1 (14)_fast.npy,0
rep_features\train\Negatives\mfcc_f8f60f59_nohash_1 (14)_pitch.npy,0
rep_features\train\Negatives\mfcc_f8f60f59_nohash_1 (14)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_1599_orig.npy,0
rep_features\train\Negatives\mfcc_noise_1599_slow.npy,0
rep_features\train\Negatives\mfcc_noise_1599_fast.npy,0
rep_features\train\Negatives\mfcc_noise_1599_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_1599_vol.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_1 (8)_orig.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_1 (8)_slow.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_1 (8)_fast.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_1 (8)_pitch.npy,0
rep_features\train\Negatives\mfcc_f5c3de1b_nohash_1 (8)_vol.npy,0
rep_features\train\Negatives\mfcc_f2f0d244_nohash_3 (2)_orig.npy,0
rep_features\train\Negatives\mfcc_f2f0d244_nohash_3 (2)_slow.npy,0
rep_features\train\Negatives\mfcc_f2f0d244_nohash_3 (2)_fast.npy,0
rep_features\train\Negatives\mfcc_f2f0d244_nohash_3 (2)_pitch.npy,0
rep_features\train\Negatives\mfcc_f2f0d244_nohash_3 (2)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2630_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2630_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2630_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2630_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2630_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2810_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2810_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2810_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2810_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2810_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2634_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2634_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2634_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2634_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2634_vol.npy,0
rep_features\train\Negatives\mfcc_f5341341_nohash_3 (2)_orig.npy,0
rep_features\train\Negatives\mfcc_f5341341_nohash_3 (2)_slow.npy,0
rep_features\train\Negatives\mfcc_f5341341_nohash_3 (2)_fast.npy,0
rep_features\train\Negatives\mfcc_f5341341_nohash_3 (2)_pitch.npy,0
rep_features\train\Negatives\mfcc_f5341341_nohash_3 (2)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_414_orig.npy,0
rep_features\train\Negatives\mfcc_noise_414_slow.npy,0
rep_features\train\Negatives\mfcc_noise_414_fast.npy,0
rep_features\train\Negatives\mfcc_noise_414_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_414_vol.npy,0
rep_features\train\Negatives\mfcc_fc94edb0_nohash_0 (8)_orig.npy,0
rep_features\train\Negatives\mfcc_fc94edb0_nohash_0 (8)_slow.npy,0
rep_features\train\Negatives\mfcc_fc94edb0_nohash_0 (8)_fast.npy,0
rep_features\train\Negatives\mfcc_fc94edb0_nohash_0 (8)_pitch.npy,0
rep_features\train\Negatives\mfcc_fc94edb0_nohash_0 (8)_vol.npy,0
rep_features\train\Negatives\mfcc_fe291fa9_nohash_0 (3)_orig.npy,0
rep_features\train\Negatives\mfcc_fe291fa9_nohash_0 (3)_slow.npy,0
rep_features\train\Negatives\mfcc_fe291fa9_nohash_0 (3)_fast.npy,0
rep_features\train\Negatives\mfcc_fe291fa9_nohash_0 (3)_pitch.npy,0
rep_features\train\Negatives\mfcc_fe291fa9_nohash_0 (3)_vol.npy,0
rep_features\train\Negatives\mfcc_f839238a_nohash_0 (16)_orig.npy,0
rep_features\train\Negatives\mfcc_f839238a_nohash_0 (16)_slow.npy,0
rep_features\train\Negatives\mfcc_f839238a_nohash_0 (16)_fast.npy,0
rep_features\train\Negatives\mfcc_f839238a_nohash_0 (16)_pitch.npy,0
rep_features\train\Negatives\mfcc_f839238a_nohash_0 (16)_vol.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_2_orig.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_2_slow.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_2_fast.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_2_pitch.npy,0
rep_features\train\Negatives\mfcc_fa44fcf5_nohash_2_vol.npy,0
rep_features\train\Negatives\mfcc_noise_1056_orig.npy,0
rep_features\train\Negatives\mfcc_noise_1056_slow.npy,0
rep_features\train\Negatives\mfcc_noise_1056_fast.npy,0
rep_features\train\Negatives\mfcc_noise_1056_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_1056_vol.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_4 (6)_orig.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_4 (6)_slow.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_4 (6)_fast.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_4 (6)_pitch.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_4 (6)_vol.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_0 (15)_orig.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_0 (15)_slow.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_0 (15)_fast.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_0 (15)_pitch.npy,0
rep_features\train\Negatives\mfcc_f9af0887_nohash_0 (15)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_1481_orig.npy,0
rep_features\train\Negatives\mfcc_noise_1481_slow.npy,0
rep_features\train\Negatives\mfcc_noise_1481_fast.npy,0
rep_features\train\Negatives\mfcc_noise_1481_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_1481_vol.npy,0
rep_features\train\Negatives\mfcc_eb76bc68_nohash_0_orig.npy,0
rep_features\train\Negatives\mfcc_eb76bc68_nohash_0_slow.npy,0
rep_features\train\Negatives\mfcc_eb76bc68_nohash_0_fast.npy,0
rep_features\train\Negatives\mfcc_eb76bc68_nohash_0_pitch.npy,0
rep_features\train\Negatives\mfcc_eb76bc68_nohash_0_vol.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_0 (2)_orig.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_0 (2)_slow.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_0 (2)_fast.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_0 (2)_pitch.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_0 (2)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2117_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2117_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2117_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2117_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2117_vol.npy,0
rep_features\train\Negatives\mfcc_noise_534_orig.npy,0
rep_features\train\Negatives\mfcc_noise_534_slow.npy,0
rep_features\train\Negatives\mfcc_noise_534_fast.npy,0
rep_features\train\Negatives\mfcc_noise_534_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_534_vol.npy,0
rep_features\train\Negatives\mfcc_f68160c0_nohash_3 (7)_orig.npy,0
rep_features\train\Negatives\mfcc_f68160c0_nohash_3 (7)_slow.npy,0
rep_features\train\Negatives\mfcc_f68160c0_nohash_3 (7)_fast.npy,0
rep_features\train\Negatives\mfcc_f68160c0_nohash_3 (7)_pitch.npy,0
rep_features\train\Negatives\mfcc_f68160c0_nohash_3 (7)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2094_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2094_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2094_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2094_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2094_vol.npy,0
rep_features\train\Negatives\mfcc_ff2b842e_nohash_2 (9)_orig.npy,0
rep_features\train\Negatives\mfcc_ff2b842e_nohash_2 (9)_slow.npy,0
rep_features\train\Negatives\mfcc_ff2b842e_nohash_2 (9)_fast.npy,0
rep_features\train\Negatives\mfcc_ff2b842e_nohash_2 (9)_pitch.npy,0
rep_features\train\Negatives\mfcc_ff2b842e_nohash_2 (9)_vol.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (7)_orig.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (7)_slow.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (7)_fast.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (7)_pitch.npy,0
rep_features\train\Negatives\mfcc_f822b9bf_nohash_2 (7)_vol.npy,0
rep_features\train\Negatives\mfcc_f1d8a638_nohash_0 (4)_orig.npy,0
rep_features\train\Negatives\mfcc_f1d8a638_nohash_0 (4)_slow.npy,0
rep_features\train\Negatives\mfcc_f1d8a638_nohash_0 (4)_fast.npy,0
rep_features\train\Negatives\mfcc_f1d8a638_nohash_0 (4)_pitch.npy,0
rep_features\train\Negatives\mfcc_f1d8a638_nohash_0 (4)_vol.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_3 (8)_orig.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_3 (8)_slow.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_3 (8)_fast.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_3 (8)_pitch.npy,0
rep_features\train\Negatives\mfcc_f9643d42_nohash_3 (8)_vol.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_0 (17)_orig.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_0 (17)_slow.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_0 (17)_fast.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_0 (17)_pitch.npy,0
rep_features\train\Negatives\mfcc_f8ba7c0e_nohash_0 (17)_vol.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_3 (6)_orig.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_3 (6)_slow.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_3 (6)_fast.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_3 (6)_pitch.npy,0
rep_features\train\Negatives\mfcc_f736ab63_nohash_3 (6)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_770_orig.npy,0
rep_features\train\Negatives\mfcc_noise_770_slow.npy,0
rep_features\train\Negatives\mfcc_noise_770_fast.npy,0
rep_features\train\Negatives\mfcc_noise_770_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_770_vol.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_3 (22)_orig.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_3 (22)_slow.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_3 (22)_fast.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_3 (22)_pitch.npy,0
rep_features\train\Negatives\mfcc_fc3ba625_nohash_3 (22)_vol.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_1 (4)_orig.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_1 (4)_slow.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_1 (4)_fast.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_1 (4)_pitch.npy,0
rep_features\train\Negatives\mfcc_fd9c7413_nohash_1 (4)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_1915_orig.npy,0
rep_features\train\Negatives\mfcc_noise_1915_slow.npy,0
rep_features\train\Negatives\mfcc_noise_1915_fast.npy,0
rep_features\train\Negatives\mfcc_noise_1915_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_1915_vol.npy,0
rep_features\train\Negatives\mfcc_ff4ed4f3_nohash_0 (12)_orig.npy,0
rep_features\train\Negatives\mfcc_ff4ed4f3_nohash_0 (12)_slow.npy,0
rep_features\train\Negatives\mfcc_ff4ed4f3_nohash_0 (12)_fast.npy,0
rep_features\train\Negatives\mfcc_ff4ed4f3_nohash_0 (12)_pitch.npy,0
rep_features\train\Negatives\mfcc_ff4ed4f3_nohash_0 (12)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2304_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2304_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2304_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2304_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2304_vol.npy,0
rep_features\train\Negatives\mfcc_noise_690_orig.npy,0
rep_features\train\Negatives\mfcc_noise_690_slow.npy,0
rep_features\train\Negatives\mfcc_noise_690_fast.npy,0
rep_features\train\Negatives\mfcc_noise_690_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_690_vol.npy,0
rep_features\train\Negatives\mfcc_noise_2519_orig.npy,0
rep_features\train\Negatives\mfcc_noise_2519_slow.npy,0
rep_features\train\Negatives\mfcc_noise_2519_fast.npy,0
rep_features\train\Negatives\mfcc_noise_2519_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_2519_vol.npy,0
rep_features\train\Negatives\mfcc_e9bc5cc2_nohash_0 (2)_orig.npy,0
rep_features\train\Negatives\mfcc_e9bc5cc2_nohash_0 (2)_slow.npy,0
rep_features\train\Negatives\mfcc_e9bc5cc2_nohash_0 (2)_fast.npy,0
rep_features\train\Negatives\mfcc_e9bc5cc2_nohash_0 (2)_pitch.npy,0
rep_features\train\Negatives\mfcc_e9bc5cc2_nohash_0 (2)_vol.npy,0
rep_features\train\Negatives\mfcc_noise_916_orig.npy,0
rep_features\train\Negatives\mfcc_noise_916_slow.npy,0
rep_features\train\Negatives\mfcc_noise_916_fast.npy,0
rep_features\train\Negatives\mfcc_noise_916_pitch.npy,0
rep_features\train\Negatives\mfcc_noise_916_vol.npy,0
rep_features\train\Negatives\mfcc_noise_778_orig.npy,0
rep_features\train\Negatives\mfcc_noise_778_slow.npy,0
rep_features\train\Negatives\mfcc_noise_778_fast.npy,0
